"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
1,2,3,13,4,10,11,38,15,10,7,2,2,9,10,18,10,94,58,74,9,39,1,31,5,0,34,13,5,11,6,5,16,7,2,5,16,3,79,11,121,8,1,1,9,14,7,6,2,87,4,10,11,5,23,3,35,42,32,238,6,11,5,2,1,0,5,1,9,9,26,9,7,3,9,17,2,3,18,32,6,4,7,4,19,4,7,1,4,33,0,16,1,1,4,3,31,2,9,4,30,69,1,9,4,13,10,346,7,0,4,3,31,16,38,14,17,4,13,83,11,3,4,6,2,3,3,62,6,76,54,6,2,12,17,9,4,11,5,0,8,13,16,3,0,3,3,145,25,8,1,2,5,1,12,3,3,51,2,3,18,5,12,1,3,1,0,16,14,10,7,6,14,1,12,24,16,7,11,2,10,2,7,5,8,2,149,4,6,15,8,5,1,3,54,9,3,111,33,7
3,2,0,61,0,2,35,25,115,56,33,10,9,4,3,16,7,399,49,114,8,22,18,53,43,2,138,1,6,71,7,14,21,9,3,0,32,4,350,11,340,8,22,4,9,6,4,17,5,160,8,6,40,4,16,0,48,416,35,278,1,36,9,5,1,2,4,0,30,5,33,18,0,3,23,42,3,10,37,11,1,10,7,0,14,8,2,0,0,233,2,26,1,1,1,1,69,1,20,2,7,45,7,6,5,2,4,455,48,1,3,4,85,4,82,53,10,3,46,39,32,0,0,5,2,5,5,96,5,417,126,3,0,7,70,4,2,32,9,0,13,37,3,4,1,0,18,305,123,4,2,14,10,1,3,0,1,180,1,2,70,1,42,0,10,2,0,58,12,1,4,13,8,1,56,64,3,67,31,5,17,6,17,7,8,2,695,3,9,17,4,0,10,11,28,32,1,72,83,0
0,2,0,8,5,11,1,5,9,7,4,3,1,2,6,5,38,30,9,10,34,40,0,4,2,0,32,3,6,6,12,2,4,20,6,1,34,2,17,3,22,1,2,6,1,37,3,18,11,26,4,3,47,1,3,5,103,22,17,384,11,6,3,3,2,0,5,0,0,0,5,16,6,7,2,1,0,20,39,3,8,2,1,3,2,2,11,0,2,21,1,5,0,0,6,3,3,0,2,2,10,16,0,1,2,15,20,102,3,0,1,1,78,9,2,2,17,4,3,20,1,1,4,5,0,0,0,18,1,12,298,10,10,0,4,10,2,1,3,0,18,34,12,0,1,5,2,19,4,12,0,1,2,1,21,2,1,9,0,7,7,0,3,1,6,1,0,13,2,2,3,8,27,1,2,65,1,2,23,1,7,0,19,12,16,1,49,3,17,5,0,9,16,22,13,12,1,171,29,4
0,0,0,5,6,21,7,6,12,8,4,1,1,1,7,10,8,46,11,15,0,16,1,11,5,1,13,3,1,15,0,7,2,2,4,9,6,1,30,1,63,2,3,1,3,39,3,4,12,45,0,5,16,0,12,4,20,26,9,117,12,3,4,0,10,1,6,0,5,2,6,16,18,3,4,7,2,3,9,16,13,0,3,1,10,1,18,0,0,45,1,10,1,3,7,1,11,1,3,9,38,18,2,0,4,24,40,54,1,0,0,1,25,17,12,2,24,2,5,26,3,3,6,2,1,0,0,27,3,37,33,27,7,7,23,13,10,2,5,0,10,14,19,0,0,1,1,42,6,1,1,0,3,0,32,2,1,24,3,1,4,2,7,0,4,0,0,7,4,13,0,12,33,1,12,16,8,10,12,2,5,1,7,4,4,4,65,7,3,6,4,10,3,0,31,9,1,29,13,3
8,16,2,5,11,24,0,108,6,3,1,15,1,8,16,42,2,17,124,15,10,9,0,5,0,4,9,23,9,7,1,0,41,4,1,3,12,12,13,27,9,30,2,0,13,70,33,3,6,30,8,48,28,33,172,12,46,27,11,115,8,3,31,3,8,2,11,8,7,22,53,16,26,1,2,1,14,10,21,42,13,19,13,3,86,15,30,2,15,12,5,36,4,14,12,1,8,5,3,6,44,136,16,19,34,23,17,784,2,0,13,10,32,20,7,3,46,4,3,267,0,5,10,14,2,12,11,143,19,31,41,34,28,19,5,27,12,99,1,2,14,8,37,29,8,4,0,46,9,12,2,12,35,2,99,2,12,5,8,1,5,11,1,3,17,1,3,84,44,13,18,6,79,21,6,28,50,5,6,19,23,19,10,7,8,10,26,30,14,87,14,4,4,10,196,6,5,47,235,11
4,3,0,17,3,6,5,46,15,10,1,4,0,3,10,29,15,23,88,18,6,32,3,8,1,1,21,9,4,7,3,3,24,5,1,1,15,3,42,3,61,25,7,5,3,14,7,6,2,46,4,19,20,7,29,0,15,17,10,96,2,9,11,1,2,4,0,0,3,3,20,15,11,1,1,8,4,14,19,37,7,8,2,1,27,3,9,0,2,29,3,9,3,4,4,1,4,2,2,1,10,58,5,3,2,6,8,196,1,1,5,12,45,11,13,0,12,2,9,82,2,0,5,8,1,3,4,60,2,32,66,6,2,10,6,12,2,15,1,0,8,44,8,5,3,0,2,48,15,10,2,10,10,2,6,3,1,17,3,2,4,3,3,4,15,1,3,60,15,1,7,5,9,9,3,34,10,5,18,6,4,6,9,13,8,0,99,9,6,26,12,1,4,5,102,9,2,67,62,3
1,0,0,12,1,6,2,14,10,12,3,4,2,1,7,6,13,34,10,36,11,13,2,12,3,1,40,6,6,10,5,4,11,8,3,0,13,0,17,2,55,3,5,4,2,25,5,5,5,78,2,6,27,2,7,0,24,56,10,220,8,8,2,2,2,0,3,1,4,5,12,16,9,6,3,6,5,17,28,6,6,4,2,6,5,0,16,2,3,44,1,15,0,0,3,5,19,0,5,9,20,13,1,4,3,6,25,114,5,0,2,1,62,10,14,5,5,1,3,34,6,5,6,4,0,0,1,28,1,38,175,8,13,0,9,9,2,3,1,1,25,37,4,0,0,0,3,35,23,10,0,2,2,1,10,10,0,25,2,0,33,1,9,4,10,0,0,10,3,4,3,11,19,2,9,22,7,9,22,1,4,0,8,5,12,5,204,3,9,4,4,14,3,5,17,10,0,117,24,3
6,4,1,2,16,10,1,45,7,4,1,4,2,17,9,29,11,16,60,9,32,27,1,9,2,0,4,3,12,3,7,0,39,9,5,2,32,5,22,5,7,6,0,1,3,30,4,20,5,27,5,9,44,12,16,5,70,18,11,428,11,6,12,6,1,3,9,3,1,6,58,10,15,4,4,2,5,17,33,34,27,12,3,1,10,12,16,2,3,4,3,28,2,2,2,2,5,1,1,9,26,117,9,14,5,19,23,432,5,0,2,8,90,15,3,2,47,5,1,54,3,8,18,14,1,1,6,97,3,32,229,30,13,2,4,20,4,13,1,1,9,31,10,1,2,1,1,31,8,4,0,4,11,5,15,1,2,10,9,5,4,5,4,0,12,2,2,32,5,4,6,9,44,8,6,39,26,5,29,3,16,4,11,10,10,7,39,4,16,29,5,13,5,14,77,21,2,101,118,1
4,0,0,5,18,34,12,22,15,1,4,5,1,3,29,15,4,21,31,15,20,48,0,7,4,4,21,3,12,4,3,0,6,11,3,3,36,2,52,3,18,2,2,5,3,68,4,6,9,37,0,15,47,8,5,6,41,13,0,208,17,2,8,1,6,1,17,1,2,4,19,13,29,6,1,8,6,7,44,15,24,2,3,8,8,5,59,1,2,17,2,19,2,0,10,2,3,0,0,8,78,27,1,4,15,22,33,299,0,0,3,1,53,35,6,3,63,9,3,49,1,5,12,2,0,0,2,41,1,46,156,15,14,4,9,32,20,7,2,0,12,22,66,1,0,2,0,17,10,17,0,7,0,3,45,10,3,9,1,10,5,0,5,3,9,1,0,20,4,22,7,5,79,0,4,62,5,6,23,2,6,1,9,10,23,19,70,6,10,8,6,13,14,7,45,13,0,95,65,14
1,0,1,1,7,8,0,18,12,2,0,1,0,3,6,21,4,6,27,13,2,12,0,5,2,0,11,13,0,2,7,0,8,4,3,2,11,2,12,4,14,6,0,0,5,14,4,2,4,26,0,21,10,8,10,2,17,18,2,120,9,3,5,0,0,3,5,1,2,13,9,5,15,2,0,2,2,1,8,32,7,8,7,2,13,0,22,1,6,20,1,4,1,0,2,1,6,2,2,5,22,35,3,2,4,25,9,228,3,0,2,5,20,15,5,2,84,1,4,54,1,5,12,0,2,3,3,30,1,26,30,6,5,3,8,21,14,14,2,1,5,17,6,1,0,1,1,24,3,6,3,2,3,2,19,1,1,9,1,2,6,5,6,0,3,0,1,9,10,1,9,3,28,4,6,19,7,1,12,7,14,2,14,4,1,4,50,4,4,26,4,11,1,3,81,11,1,99,46,8
1,0,0,1,11,30,5,23,9,4,1,4,1,3,39,8,8,5,15,3,9,28,0,4,1,0,2,3,1,4,8,0,4,10,1,4,19,6,7,3,21,2,1,2,4,41,8,6,4,16,2,13,30,8,20,11,38,14,8,138,22,5,3,2,2,0,19,4,1,4,16,13,40,6,1,4,2,12,33,23,8,8,2,10,9,1,20,3,6,9,2,14,0,1,8,2,14,1,4,8,62,37,7,4,7,24,19,216,0,0,1,6,51,24,3,0,29,2,1,42,4,1,11,2,2,1,3,39,1,11,114,14,12,5,4,27,15,14,1,1,6,20,16,1,1,2,0,15,0,19,0,2,7,0,51,4,3,4,0,1,6,4,4,1,3,1,0,40,6,21,3,3,104,3,4,33,8,7,15,2,10,6,30,2,6,8,25,8,6,8,2,16,6,4,47,12,1,203,60,9
10,3,0,9,7,12,5,92,9,13,1,4,2,13,8,7,4,45,53,20,16,30,1,8,2,0,24,5,8,7,7,0,17,13,5,5,33,4,29,7,24,6,4,4,7,29,5,8,4,58,10,8,44,1,15,4,60,28,1,235,9,6,16,1,1,3,20,3,2,9,97,7,33,1,6,7,4,8,39,35,14,9,5,4,22,27,55,0,14,19,11,25,2,2,7,3,6,6,10,6,36,113,6,16,6,25,50,505,3,0,2,8,87,14,11,3,48,4,3,72,4,4,14,10,2,1,4,98,3,39,81,30,13,6,10,17,5,23,2,0,24,31,10,2,4,0,2,11,18,5,3,12,12,4,37,3,2,29,5,10,5,4,6,2,12,1,2,45,15,10,10,9,58,6,1,52,27,5,18,8,19,5,7,3,5,9,51,5,6,20,5,13,6,12,83,19,2,198,144,11
3,2,1,10,10,8,0,31,14,4,2,9,0,2,9,62,1,20,35,17,11,9,1,11,3,1,17,19,1,9,3,0,8,3,1,1,3,17,41,3,12,20,1,0,5,52,28,2,0,62,2,27,3,14,95,4,4,28,5,40,4,8,3,0,4,5,8,2,4,9,20,5,8,2,1,5,18,3,7,80,5,5,26,5,70,5,35,1,2,20,9,18,1,12,3,0,11,14,6,5,22,60,7,2,5,7,10,207,2,0,5,1,8,19,10,5,28,0,5,177,2,3,2,9,6,6,8,75,20,46,42,18,10,26,8,19,2,13,2,2,2,8,14,10,0,0,2,56,12,3,7,9,8,8,23,3,10,24,16,8,9,12,3,4,7,0,6,16,19,6,17,2,25,11,5,4,41,12,3,23,8,0,7,1,3,4,48,19,6,86,15,10,2,5,113,5,5,24,102,0
6,3,0,8,9,25,3,26,12,9,5,3,6,3,27,19,4,60,33,37,5,6,1,31,3,2,30,10,2,9,4,6,12,3,2,9,12,6,40,7,97,16,7,1,4,60,20,7,3,40,9,28,3,11,42,6,39,28,11,100,14,5,9,0,1,2,26,2,7,10,21,3,26,1,1,5,4,6,6,55,26,10,17,8,8,9,32,0,5,32,0,40,0,9,10,0,20,3,8,6,63,80,6,17,15,19,45,193,4,1,5,5,22,16,11,9,28,1,2,102,2,10,19,13,11,4,3,36,6,59,65,14,19,6,9,42,4,12,1,2,7,22,11,1,0,3,0,44,17,7,5,4,7,3,29,6,4,26,7,0,15,4,10,4,15,0,2,30,20,15,8,8,44,2,11,23,16,5,18,9,10,2,8,2,6,5,81,6,0,32,8,13,1,11,127,10,4,59,93,7
0,10,0,15,3,7,12,84,30,20,3,9,1,17,10,14,12,65,45,54,10,57,4,9,7,2,28,9,2,20,4,5,26,3,2,3,13,12,97,3,61,13,4,2,4,3,11,4,1,98,5,20,31,11,65,3,28,29,12,178,7,10,18,1,0,6,2,6,8,11,22,22,2,1,1,7,8,7,10,38,3,7,12,1,24,12,4,1,12,47,6,19,4,6,1,3,29,13,14,1,10,80,8,3,2,3,16,365,6,1,1,8,87,4,27,4,17,3,4,125,4,0,1,6,2,5,10,124,3,47,139,4,1,7,16,7,2,32,2,0,9,37,5,9,1,2,1,58,24,7,1,10,9,5,12,5,5,20,6,0,25,3,13,5,7,1,0,24,19,6,13,8,8,10,12,16,19,16,27,11,15,11,10,7,8,0,122,11,8,30,6,0,8,11,68,16,1,72,118,4
2,6,1,4,13,25,1,18,8,2,0,3,1,8,20,40,1,30,21,9,2,8,0,6,0,0,5,13,4,8,3,2,5,1,1,9,9,5,19,5,19,20,1,2,1,84,9,5,1,27,4,40,10,19,27,4,15,19,3,142,11,3,15,0,3,4,15,1,1,7,9,6,51,0,0,2,7,4,9,88,55,1,8,10,23,3,18,5,4,13,0,14,1,10,6,0,14,8,2,14,48,54,2,8,6,44,47,126,1,0,3,3,35,37,4,2,68,0,1,160,1,14,11,7,3,3,5,47,5,28,24,23,17,5,6,34,13,26,1,4,6,17,46,5,2,0,0,16,7,1,1,3,11,5,48,3,4,19,4,3,4,3,7,5,6,1,0,26,5,10,9,3,57,18,3,8,18,2,8,5,5,2,6,2,5,11,28,4,2,29,15,19,3,5,70,3,0,24,43,10
0,1,0,3,6,7,2,13,8,7,0,3,1,0,4,8,3,21,13,9,10,14,0,5,3,0,12,4,4,5,2,0,5,5,0,2,4,6,35,1,15,7,2,3,2,24,3,5,2,29,0,7,7,11,9,2,17,16,7,103,6,4,1,0,3,2,4,0,3,5,7,3,8,3,2,2,1,3,12,19,8,4,0,0,7,4,16,0,2,17,0,2,1,0,3,0,6,1,1,1,14,19,3,5,3,16,13,51,1,1,0,3,9,5,8,2,10,3,2,9,0,2,8,4,0,3,4,11,4,21,64,8,11,2,8,23,0,4,0,0,5,9,16,2,1,5,0,8,9,2,0,0,2,2,41,6,1,20,0,0,5,1,3,1,2,1,1,11,5,9,6,4,18,4,1,16,6,3,22,4,1,0,8,2,4,5,36,3,3,10,0,5,1,6,23,5,1,52,20,1
2,3,0,2,44,98,0,15,1,0,1,3,0,0,73,8,5,13,25,4,17,38,1,2,1,0,2,0,6,2,7,0,4,10,2,45,27,1,8,2,10,1,0,1,0,167,3,7,6,5,0,5,14,2,2,32,38,8,3,208,61,1,5,2,18,0,123,2,3,2,13,16,97,3,0,3,2,11,25,1,97,0,2,37,4,0,173,8,0,3,1,7,0,1,38,6,3,1,2,33,321,24,1,2,22,136,80,109,0,0,0,2,52,119,2,1,196,2,1,26,1,26,41,3,1,1,2,29,4,14,101,78,69,0,6,144,56,0,0,0,18,20,60,0,3,14,2,5,4,7,0,5,3,1,201,27,1,3,3,4,4,1,1,1,4,1,0,6,7,90,6,6,270,0,0,23,5,3,20,1,5,0,17,6,14,33,43,0,6,8,5,43,2,12,25,13,0,90,25,31
4,3,1,5,17,9,7,21,16,7,1,5,4,2,9,30,5,34,9,16,2,14,0,4,2,2,20,22,2,14,2,2,3,4,0,10,3,15,31,9,48,12,2,0,0,59,3,7,1,44,2,24,3,23,57,5,8,32,12,53,9,0,2,0,3,0,11,1,4,2,6,3,37,0,2,3,10,3,3,28,24,1,21,12,56,4,30,1,1,25,2,10,0,14,3,2,9,3,6,11,49,29,2,0,8,26,33,138,7,1,2,3,18,26,15,6,59,0,7,169,5,4,4,2,6,2,5,53,18,50,23,23,8,11,11,48,7,5,3,3,1,15,19,4,1,4,1,32,11,2,5,1,2,5,40,4,3,29,3,1,17,12,6,2,6,1,1,12,20,14,19,1,45,11,6,10,38,3,9,10,5,2,2,1,3,8,90,30,2,24,15,15,0,3,90,1,4,19,16,4
27,4,2,37,3,6,21,129,40,35,9,17,7,8,10,97,5,150,69,98,13,23,7,24,13,1,62,29,4,20,4,5,43,5,3,2,23,16,158,16,121,32,15,0,15,3,14,8,0,190,7,52,29,12,70,2,51,108,33,145,6,12,41,2,1,4,5,5,23,23,67,26,5,2,13,11,7,8,25,82,3,15,13,1,72,20,5,0,7,110,9,48,3,6,4,2,35,13,22,2,9,116,9,22,10,5,7,616,19,0,4,15,40,6,16,16,18,2,13,289,9,2,3,14,9,2,8,91,8,128,94,5,3,9,42,9,6,34,5,1,8,15,8,13,3,1,5,120,57,5,3,7,22,11,19,2,5,88,15,2,30,3,12,2,20,0,2,99,30,4,21,5,19,9,8,23,48,33,12,15,31,9,7,7,6,4,249,20,7,78,17,1,2,8,167,7,2,140,94,3
18,11,2,10,8,12,6,105,19,24,2,14,5,11,11,24,7,48,132,22,42,26,3,10,8,3,24,20,4,10,3,2,31,6,6,4,27,8,52,10,49,14,6,0,10,20,11,13,2,85,16,12,40,17,38,3,68,21,17,411,10,7,44,4,0,4,3,8,6,7,53,38,15,5,6,11,5,6,21,50,8,19,11,4,40,26,28,0,10,40,12,50,1,3,0,1,19,6,9,10,26,127,13,18,10,17,29,877,4,0,0,11,52,19,14,16,27,4,4,167,2,5,4,22,6,2,7,177,9,56,154,20,12,18,21,29,6,30,4,2,17,21,23,6,0,5,2,49,20,19,2,10,18,4,31,2,2,49,6,5,13,2,15,1,30,3,1,94,21,11,8,2,44,12,14,37,26,14,11,5,21,6,23,11,7,4,140,6,8,51,5,6,12,6,117,26,0,125,232,3
12,1,0,2,12,39,5,32,9,12,0,12,3,2,29,40,8,23,62,8,4,24,0,9,1,0,12,11,2,7,4,0,26,11,1,4,12,7,25,8,25,14,3,2,0,61,12,2,2,36,4,25,28,7,22,16,34,37,17,119,26,2,9,2,9,4,21,2,0,13,30,3,47,3,2,4,9,11,28,65,27,7,9,11,34,10,23,4,3,23,5,22,0,2,16,3,4,2,3,12,34,38,10,2,12,36,41,224,1,0,4,3,17,49,6,3,58,0,4,104,4,7,19,11,4,1,1,70,11,27,84,22,11,11,2,41,12,13,2,2,9,14,32,2,1,5,0,34,8,9,5,5,13,4,40,12,4,12,11,4,3,6,2,2,7,2,1,60,21,30,8,4,81,7,3,17,30,6,12,14,16,1,8,3,11,12,59,13,1,13,6,29,2,3,112,11,1,72,109,24
10,3,2,23,3,7,2,50,25,12,6,4,5,8,26,46,6,48,26,79,3,45,7,23,8,2,32,18,4,8,1,2,14,8,1,11,9,10,113,12,72,16,4,3,8,21,16,4,5,119,14,21,14,4,21,3,45,39,18,126,4,7,15,0,2,5,10,8,7,12,59,11,28,3,3,7,6,9,17,34,12,13,7,5,34,7,17,1,0,53,3,26,1,4,3,1,19,2,5,3,22,54,3,21,9,4,33,482,4,2,5,7,28,18,26,7,33,2,8,218,11,4,7,10,2,4,4,76,8,72,44,5,7,7,10,20,15,13,6,1,4,16,16,3,0,1,1,87,31,8,2,4,12,4,25,11,4,39,4,0,17,3,8,2,19,1,2,12,28,9,15,4,31,4,15,33,21,27,12,10,15,7,11,5,12,3,147,29,3,28,10,11,1,17,129,7,1,86,120,10
5,4,6,7,14,14,6,76,5,6,3,2,3,2,11,85,2,29,32,18,4,6,2,14,3,0,12,36,2,9,0,0,22,4,2,6,3,33,28,10,32,25,3,0,17,21,28,0,0,44,6,71,3,43,141,4,20,7,6,34,4,7,7,0,2,22,14,2,6,36,27,1,24,0,2,2,14,4,4,187,14,13,33,2,61,7,20,1,2,16,10,18,1,8,2,1,7,22,6,4,17,101,11,3,12,27,43,257,5,1,4,4,15,15,10,3,34,0,4,224,3,12,7,11,16,8,13,63,13,28,14,10,8,31,11,28,8,23,3,13,4,12,28,10,0,1,2,31,26,2,8,3,8,16,30,9,21,22,34,0,11,9,1,19,16,1,4,26,47,6,32,4,39,35,6,4,94,6,4,23,28,5,1,2,2,3,69,43,5,84,28,14,1,1,365,4,8,24,98,5
3,0,0,12,18,21,9,19,11,16,9,7,1,5,5,22,8,37,29,19,7,9,1,9,2,1,35,11,6,5,1,0,14,5,0,5,8,3,22,3,51,4,2,1,2,17,15,5,0,41,4,24,9,7,19,8,22,28,24,201,9,8,3,1,9,3,9,1,8,3,23,13,25,1,2,1,4,1,21,30,14,10,4,2,18,5,21,1,2,18,2,12,0,2,3,0,8,3,6,8,59,38,5,10,3,5,17,258,2,1,3,5,35,4,8,3,43,1,5,144,2,6,7,8,2,2,4,97,3,35,69,16,14,4,1,17,14,18,2,1,11,30,10,8,1,2,2,25,21,8,2,1,9,2,24,1,1,44,6,1,15,1,4,4,10,0,0,21,13,14,8,5,29,6,5,17,21,8,21,2,6,4,4,7,12,1,90,6,6,13,5,6,2,9,53,6,3,61,64,9
24,9,1,11,10,10,5,146,18,24,4,20,4,28,14,151,3,61,361,45,4,22,6,12,6,6,19,46,6,14,1,1,83,2,2,4,9,30,75,32,65,98,1,2,12,42,39,7,3,133,21,127,13,83,188,8,28,34,15,113,8,10,73,2,2,16,13,22,7,62,134,3,8,3,7,9,26,6,29,270,14,28,32,3,132,43,8,1,31,32,13,69,1,13,4,0,8,10,13,6,17,177,22,14,5,21,23,994,7,7,16,32,41,7,8,6,47,1,4,635,8,4,13,18,18,10,11,249,29,116,46,7,8,94,18,19,7,41,4,6,3,39,11,11,3,6,1,36,5,6,20,19,36,21,20,2,28,32,35,1,16,23,5,12,37,1,1,118,64,6,55,0,29,22,8,30,108,13,2,53,34,40,8,4,4,11,131,32,4,139,67,7,3,0,399,8,18,46,666,2
2,0,2,1,11,28,1,17,6,3,0,2,1,3,25,15,6,6,33,6,4,14,0,3,2,2,1,2,5,1,4,0,7,5,3,5,23,3,4,3,12,6,1,1,9,63,5,11,2,11,0,11,18,6,16,3,37,4,0,131,15,1,8,2,1,2,6,2,0,7,23,8,34,4,1,0,3,7,35,20,14,12,3,10,7,2,36,4,0,2,1,13,0,3,4,1,0,4,1,10,47,31,4,3,10,30,27,93,0,0,0,2,23,14,2,0,65,5,2,58,1,4,6,1,2,3,2,28,4,6,107,9,19,3,3,20,17,5,1,0,20,34,25,2,0,2,0,3,4,0,1,3,7,0,15,5,3,4,7,0,3,1,0,2,5,2,0,17,5,9,7,4,21,5,4,18,10,2,14,2,6,3,14,6,11,13,17,4,5,10,6,16,4,11,25,10,1,49,30,11
0,0,2,4,6,16,0,26,12,13,0,3,0,3,10,19,3,25,27,13,7,17,1,1,0,2,12,9,3,4,1,1,14,6,2,5,37,2,29,4,15,6,0,2,5,28,9,8,2,21,2,12,11,8,16,2,32,37,5,170,6,1,10,4,3,3,6,4,2,2,14,8,11,2,2,0,3,13,17,21,10,5,1,7,22,9,25,2,2,7,5,20,1,6,3,1,13,2,9,2,51,38,5,10,4,23,17,293,5,0,1,6,45,16,6,0,23,3,2,62,3,2,9,6,1,2,2,54,2,23,66,7,10,4,5,8,3,8,1,3,22,18,16,1,4,1,2,26,8,10,2,5,6,1,23,1,4,24,3,1,1,4,4,2,6,0,0,28,10,9,9,4,26,5,4,43,12,4,29,4,7,5,10,6,4,4,41,7,4,16,8,29,5,5,48,12,1,101,50,5
2,4,2,8,6,13,10,28,10,3,6,7,2,11,7,30,1,42,51,16,13,15,0,10,1,1,14,8,4,3,4,0,11,4,2,2,19,7,14,8,38,19,1,0,5,8,13,5,1,17,3,17,18,10,19,3,47,12,10,132,4,7,10,2,1,4,4,2,2,9,25,13,9,1,1,1,4,6,24,49,1,3,8,0,10,7,9,0,4,22,2,24,1,3,3,2,3,3,4,0,13,88,0,2,2,2,7,461,3,2,4,4,35,7,10,1,7,4,6,119,3,2,2,4,3,4,2,76,4,20,81,0,5,13,8,9,3,12,2,0,6,18,8,3,0,0,1,35,11,6,1,2,9,1,11,2,4,17,4,0,5,8,2,2,9,0,1,35,14,1,21,1,9,10,7,24,17,13,19,9,10,4,5,4,10,2,61,6,7,11,6,5,1,10,76,7,5,45,79,1
2,1,3,13,6,12,9,42,19,11,2,8,0,8,9,30,8,37,33,19,0,12,8,9,3,2,10,16,3,3,2,0,10,5,1,2,9,2,35,8,41,15,4,0,8,14,15,3,2,32,3,34,14,1,21,0,35,30,17,94,7,4,6,1,2,7,3,1,3,4,18,2,10,2,5,5,7,5,5,52,9,7,7,5,38,9,9,1,4,11,4,31,3,6,6,1,10,4,5,1,17,84,4,9,10,17,23,361,2,0,1,2,17,5,12,8,18,2,3,114,3,4,5,3,1,3,3,40,3,37,77,42,6,21,7,7,3,10,3,3,10,22,14,0,2,0,0,54,11,1,1,4,8,8,21,1,8,19,8,0,11,7,5,3,10,0,2,39,12,2,3,7,34,9,4,29,31,7,6,10,7,7,7,6,1,5,76,12,5,68,13,6,1,3,106,7,0,84,60,3
2,3,0,2,2,28,0,11,1,1,1,3,1,2,16,28,0,8,12,5,5,2,0,3,0,0,5,16,2,1,0,0,3,2,0,10,1,7,3,2,11,7,1,2,1,38,5,1,0,10,1,14,7,7,21,4,17,11,1,32,21,2,3,1,2,4,8,0,0,7,10,9,17,0,0,0,0,4,11,30,12,0,9,6,12,3,20,3,3,2,1,6,0,3,11,1,3,8,1,7,43,10,2,3,6,23,21,85,1,1,2,3,9,12,4,1,32,4,1,63,2,3,6,4,5,1,3,27,2,10,19,13,14,9,4,22,12,5,0,2,3,7,26,6,0,2,0,9,10,1,2,2,2,1,9,2,10,7,4,0,0,5,2,1,2,0,2,12,6,11,9,0,65,1,0,17,11,4,12,4,4,1,4,3,4,4,8,6,4,27,14,9,0,3,62,7,3,22,22,9
18,3,6,6,16,24,6,48,21,10,3,18,2,13,14,110,5,16,81,13,1,10,0,9,2,3,7,67,5,5,3,1,59,2,1,10,5,28,23,13,20,26,10,1,6,70,29,3,6,53,3,69,12,40,80,5,11,15,17,112,12,5,16,1,3,23,27,6,3,19,43,10,26,1,3,3,15,2,10,143,20,21,46,4,54,15,33,3,11,14,3,63,4,11,8,1,4,15,6,23,62,137,15,22,12,27,52,479,2,1,7,0,24,18,8,5,76,1,1,437,4,13,14,20,12,7,11,136,30,25,50,55,14,32,8,38,27,25,3,5,3,12,15,15,0,3,2,33,4,4,8,8,28,4,56,4,16,12,15,0,6,14,10,5,23,0,2,69,63,15,15,5,86,25,1,11,69,8,4,14,20,7,6,1,3,16,65,33,0,146,9,19,4,3,315,0,3,49,230,14
1,3,8,4,11,21,4,21,7,6,4,5,7,8,7,56,5,23,48,46,5,5,3,14,11,2,6,20,4,6,1,1,10,4,0,1,3,11,55,8,100,23,2,1,9,27,19,2,2,90,7,18,5,21,29,2,17,34,8,107,14,5,11,1,4,11,13,1,7,8,16,4,11,1,4,8,10,2,10,55,18,11,20,2,38,6,22,2,2,47,5,13,0,9,6,1,12,10,1,7,43,40,2,15,12,4,31,353,3,0,4,5,14,19,32,9,34,1,0,190,7,8,6,4,3,6,6,70,6,86,25,16,16,16,23,20,13,12,2,1,6,8,16,2,2,1,0,62,18,4,8,3,7,5,14,7,4,33,14,1,7,9,9,3,4,0,4,19,28,9,19,5,53,20,6,5,39,11,6,6,8,5,4,2,2,3,85,15,2,58,21,12,1,3,139,1,7,28,87,2
